id,title,level
m787,// If Summer Ever Comes_,19.8
m788,ØVER《Δ》,19.8
m789,オムニシエント・ゼロ,19.4
m790,カミツレの成り方,18.3
m791,KINGDOM COME,20.6
m792,Grαnd Arχitect,18.8
m793,Lollipop Error 404,18.3
m794,Gryphone,19.5
m795,黒蝶のワルツ,19.7
m796,Who then no 灯,19.7
m797,神凪,20.7
m798,Air,18.2
m799,Chronomia,19.2
m800,777,19.3
m801,Destr0yer,18.5
m802,Bad Elixir,19.5
m803,プナイプナイたいそう,18.3
m804,Pure Ruby,18.3
m805,Destined Marionette,18.4
m806,竹,19.5
m807,藍の華,18.2
m808,Halloween Is Chaos,18.2
m809,GOODTEK,18.3
m810,THE WORLD REVOLVING,18.5
m811,DATAERR0R,18.0
m812,フリコドウル,18.3
m813,Finale / フィナーレ,18.4
m814,あいあむなんばーわんパトラちゃん様,18.6
m815,SAVE the World,18.0
m816,Battle Against a True Hero / 本物のヒーローとの戦い,18.3
m817,MEGALOVANIA,18.5
m818,過去を喰らう,18.1
m819,ENERGY SYNERGY MATRIX,18.5
m820,"Hello, Hologram",18.3
m821,Blossom,18.0
m822,KINGWORLD,18.1
m823,Circuit Surfer,19.2
m824,アンチグラビティ・ガール,18.7
m825,毒杯スワロウ,18.1
m826,My song,18.1
m827,Ahoy!! 我ら宝鐘海賊団☆,18.2
m828,幽霊船戦,18.4
m829,Everything B.K.,18.6
m830,B.B.K.K.B.K.K. (USAO Remix),18.4
m831,テトリス,18.2
m832,最強女神†ウーサペコラ,18.0
m833,全人類 兎化計画！,18.1
m834,神威,19.6
m835,CO5M1C R4ILR0AD,18.3
m836,ヒュブリスの頂に聳えるのは,18.3
m837,オーバーライド,18.1
m838,Ö<3rf10₩,19.3
m839,星界のアルペジオ,18.0
m840,Dear Deer,18.3
m841,DISTORDER,19.1
m842,FRENZY HEART,19.0
m843,HOLOGRAPHY,18.3
m844,Like the Starlight,18.2
m845,555 (Please call me “Go! Go! Go!”),19.1
m846,Temporal Veil,18.4
m847,"Help me, ERINNNNNN!!",18.4
m848,稲田姫様に叱られちゃいました＃ ～ Romantic Shortfall,18.5
m849,Celestial Conquest,19.5
m850,イガク,18.3
m851,お返事まだカナ？おじさん構文！,18.7
m852,えんじぇる☆てすと！,18.4
m853,"Pick up, Me!",19.4
m854,ミスクレイジースピード,18.7
m855,"Zany Arcadia ""E""",19.1
m856,Black Out,18.6
m857,Massive Strength,18.2
m858,あすはまたたくほしのように,18.2
m859,Vanishment for reconstruction,18.5
m860,Leflector,18.5
m861,ИEXTAGE,18.8
m862,"CAKE,Cake'n Cake!",18.2
m863,天鯨譚,18.8
m864,華麗なる一撃,19.2
m865,Veins Resonance,19.4
m866,ShowDawn,19.4
m867,DANGER XLOZE,19.4
m868,XELENOPHOEBEA,19.5
m869,Down with your Love,19.3
m870,Circumzenith Arc,19.7
m871,ASTRL GG,19.7
m872,KISKIL-LILLA,20.5
m873,No→to,19.5
m874,Masterstroke,19.8
m875,chaplet,18.2
m876,Plan 8,19.3
m877,Votum stellarum -forest #25 RMX-,18.1
m878,Zt!ri△,19.5
m879,Anti-Matter,18.6
m880,Glitch N Ride,19.2
m881,9th Outburst,18.1
m882,fixer,19.7
m883,Thunderstorm,18.1
m884,RUINA,19.8
m885,Roar of Chronos,18.7
m886,Astra Blaze,18.5
m887,King of Tribe,18.4
m888,GO!,18.6
m889,Meteor☆Shower,18.4
m890,RIZING-GAMERS.,18.3
m891,華麗なる！音戯探偵ひなビタ♫,18.5
m892,ちくたく2ちく2ぱ,18.6
m893,レシピのリドル,18.3
m894,Blue Diamond,19.8
m895,L (SDVX ver.),18.6
m896,L2 -Reminiscence- (SDVX ver.),19.3
m897,Synthesis.,19.2
m898,777 (Vocal ver.),19.7
m899,シュガーリィ♡メルトダウン,18.4
m900,Dot to Dot,18.0
m901,G.L.I.T.C.H.,18.4
m902,Excelsia,18.4
m903,cyanotype,18.0
m904,Smile & Go!!,18.2
m905,Dement ～After Legend～,18.5
m906,シグナライズ,18.4
m907,Baphomet,19.7
m908,Moonlit Blue,18.1
m909,Ganymede kamome mix[EXH],18.3
m910,werewolf howls.[EXH],18.5
m911,Bangin' Burst[EXH],18.5
m912,For UltraPlayers[EXH],18.6
m913,BLACK or WHITE?[EXH],18.4
m914,Black Emperor[EXH],18.8
m915,VILE CAT[EXH],18.3
m916,Growth Memories[EXH],18.2
m917,VALLIS-NERIA[EXH],18.4
m918,BabeL ～Next Story～[EXH],18.2
m919,INSECTICIDE[EXH],18.4
m920,Angels And Demons[EXH],18.4
m921,JEHANNEDARC[EXH],18.1
m922,Ultimate Ascension[EXH],18.3
m923,アルティメットトゥルース -Phantasm-[EXH],18.5
m924,東方妖々夢 ULTIMATE MEDLEY[EXH],18.2
m925,XyHATTE[EXH],18.4
m926,初音ミクの消失*4[EXH],18.6
m927,Pure Evil (Kobaryo FTN-Remix)[EXH],18.2
m928,"gigadelic (かめりあ's ""The TERA"" RMX)[EXH]",18.6
m929,INF-B《L-aste-R》[EXH],18.7
m930,Warriors Aboot[EXH],18.4
m931,Firestorm[EXH],18.5
m932,Seraphim[EXH],18.3
m933,tricky trick[EXH],18.2
m934,Pon-Pon-Pompoko Dai-Sen-Saw![EXH],18.4
m935,UnivEarth[EXH],18.6
m936,veRtrageS[EXH],18.5
m937,Shanghai Wu Long ～上海舞龍～[EXH],18.3
m938,Invitation from Mr.C[EXH],18.2
m939,LegenD.[EXH],18.6
m940,World's end[EXH],18.9
m941,混乱少女♥そふらんちゃん!![EXH],18.6
m942,Sayonara Planet Wars[EXH],18.6
m943,到達してしまった僕らと夢と希望の最之果[EXH],18.3
m944,Ops:Code-Rapture-[EXH],18.4
m945,XHAOS JUDGE[EXH],18.8
m946,冥天・ヘメロカリス[EXH],18.4
m947,KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Emperor Side[EXH],18.5
m948,ムラサキグルマ[EXH],18.4
m949,End to end[EXH],18.6
m950,EMPIRE OF FLAME[EXH],18.7
m951,NEO GRAVITY[EXH],18.3
m952,Lachryma《Re:Queen’M》[EXH],18.5
m953,Demise Quartet[EXH],18.5
m954,MG277[EXH],18.8
m955,Fox4-Raize-[EXH],18.5
m956,REVOLVER[EXH],18.5
m957,Endless GRAVITY[EXH],18.6
m958,侍Annihilate!![EXH],18.3
m959,IKAROS DYNAMITE!!!![EXH],18.3
m960,GEOMETRIA[EXH],18.6
m961,↓↓↓[EXH],18.2
m962,Prayer[EXH],18.3
m963,#Endroll[EXH],18.4
m964,Quaint Echo[EXH],18.8
m965,灼熱Beach Side Bunny[EXH],18.6
m966,FLOWER[EXH],18.2
m967,ドーパミン[EXH],18.6
m968,伐折羅-vajra-[EXH],18.6
m969,絶対零度[EXH],18.2
m970,HAVOX[EXH],18.7
m971,ΑΩ[EXH],18.3
m972,Blastix Riotz[EXH],18.7
m973,Preserved Valkyria[EXH],18.4
m974,マサカリブレイド[EXH],18.3
m975,月光乱舞[EXH],18.2
m976,FLügeL《Λrp:ΣggyØ》[EXH],18.6
m977,極圏[EXH],18.5
m978,きたさいたま2000[EXH],18.7
m979,Solar Storm[EXH],18.5
m980,Fin.ArcDeaR[EXH],18.0
m981,"KAC 2013 ULTIMATE MEDLEY
-HISTORIA SOUND VOLTEX- Empress Side[EXH]",18.8
m982,I[EXH],18.4
m983,ΣmbryØ[EXH],18.4
m984,*Feels Seasickness...*[EXH],18.7
m985,FIN4LE ～終止線の彼方へ～[EXH],18.7
m986,WHITEOUT[EXH],18.3
m987,Xronièr[EXH],18.8
m988,666[EXH],18.5
m989,VVelcome!![EXH],18.4
m990,ΣgØ[EXH],18.3
m991,"* Erm, could it be a Spatiotemporal ShockWAVE Syndrome...?[EXH]",18.9
m992,MAYHEM[EXH],18.3
m993,SuddeИDeath[EXH],19.1
m994,NEMSYS ARENA World Hexathlon[EXH],18.7
m995,{ eXLIPXe }[EXH],18.8
m996,XHRONOXAPSULΞ[EXH],18.7
m997,MixxioN[EXH],18.7
m998,Λkasha[EXH],18.7
m999,Don't you dare play GOD[EXH],18.7
m1000,《Re:miniscence》[EXH],18.7
m1001,Bl∞min'[EXH],18.5
m1002,いまきみに[EXH],18.5
m1003,You Are My Best RivaL!![EXH],18.7
m1004,APØCALYPSE RAY[EXH],18.5
m1005,HeaveИ's Rain[EXH],18.3
m1006,Our garden is blue.[EXH],18.6
m1007,KINGDOM COME[EXH],18.6
m1008,神凪[EXH],18.8
m1009,KISKIL-LILLA[EXH],18.6
m1010,"* Erm, could it be a Spatiotemporal ShockWAVE Syndrome...?",20.2
m1011,Bl∞min',20.6
